area,rt,mz_range:min,mz_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:entry_id,spectral_db_matches:cas,intensity_range:min,intensity_range:max,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,id,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,height,datafile:137_C.mzML:area,datafile:137_C.mzML:rt,datafile:137_C.mzML:mz_range:min,datafile:137_C.mzML:mz_range:max,datafile:137_C.mzML:charge,datafile:137_C.mzML:fragment_scans,datafile:137_C.mzML:rt_ms2_apex_distance,datafile:137_C.mzML:fwhm,datafile:137_C.mzML:rt_range:min,datafile:137_C.mzML:rt_range:max,datafile:137_C.mzML:feature_state,datafile:137_C.mzML:mz,datafile:137_C.mzML:intensity_range:min,datafile:137_C.mzML:intensity_range:max,datafile:137_C.mzML:asymmetry_factor,datafile:137_C.mzML:isotopes,datafile:137_C.mzML:tailing_factor,datafile:137_C.mzML:height,datafile:RSZ_C.mzML:area,datafile:RSZ_C.mzML:rt,datafile:RSZ_C.mzML:mz_range:min,datafile:RSZ_C.mzML:mz_range:max,datafile:RSZ_C.mzML:charge,datafile:RSZ_C.mzML:fragment_scans,datafile:RSZ_C.mzML:rt_ms2_apex_distance,datafile:RSZ_C.mzML:fwhm,datafile:RSZ_C.mzML:rt_range:min,datafile:RSZ_C.mzML:rt_range:max,datafile:RSZ_C.mzML:feature_state,datafile:RSZ_C.mzML:mz,datafile:RSZ_C.mzML:intensity_range:min,datafile:RSZ_C.mzML:intensity_range:max,datafile:RSZ_C.mzML:asymmetry_factor,datafile:RSZ_C.mzML:isotopes,datafile:RSZ_C.mzML:tailing_factor,datafile:RSZ_C.mzML:height
8.11E6,8.3975,318.2991,318.30011,1,4,1,2,0,0.958,0.35,0.00011,0.025,0,8.0724,8.4954,318.29959,,,,,,,,,,,,,,,,,6.992E5,4.001E7,67,,,,,,,,,636,219,-1,0,1,0,4.001E7,1.392E6,8.41,318.29916,318.30011,1,2,-0.1279,0.1469,8.096,8.478,DETECTED,318.29964,6.992E5,8.519E6,0.2418,2,0.613,8.519E6,8.11E6,8.3851,318.2991,318.29959,1,2,-0.221,0.2037,8.0724,8.4954,DETECTED,318.29953,1.892E6,4.001E7,0.4066,2,0.6904,4.001E7
4.89E6,8.4085,425.30893,425.31085,1,2,1,2,0,0.975,0.3,0.00013,0.003,0,8.2724,8.4556,425.31009,,,,,,,,,,,,,,,,,3.896E5,5.265E7,67,34,[M+H]+,3,424.30281,640;639;637,,,,639,6,7,9,18,16,5.265E7,1.038E6,8.41,425.30974,425.31085,1,1,0.0035,0.1139,8.2768,8.4556,DETECTED,425.31016,3.896E5,1.16E7,0.4978,2,0.7099,1.16E7,4.89E6,8.407,425.30893,425.31018,1,1,-0.0197,0.1212,8.2724,8.4516,DETECTED,425.31003,2.753E6,5.265E7,0.4872,3,0.6989,5.265E7
9.998E6,8.4085,447.29187,447.29501,1,2,1,2,0,0.963,0.46,0.00021,0.003,0,8.2285,8.478,447.29208,,,,,,,,,,,,,,,,,4.922E5,8.783E7,67,34,[M+Na]+,3,424.30281,640;639;637,,,,640,220,-1,0,1,0,8.783E7,2.836E6,8.41,447.29205,447.29501,1,1,0.0023,0.1115,8.2527,8.478,DETECTED,447.29218,4.922E5,2.725E7,0.7191,2,0.7938,2.725E7,9.998E6,8.407,447.29187,447.29462,1,1,-0.062,0.1148,8.2285,8.4734,DETECTED,447.29198,6.288E5,8.783E7,0.6446,3,0.7909,8.783E7
5.575E7,8.41,496.2428,496.24356,1,1,0.5,1,0,1,0,0,0,0,8.2957,8.4556,496.24333,Moiramide C (0.904),Moiramide C,0.904,33,0.8939,M+H,, , ,495.237,496.244,-0.00067,-1.35,,CCMSLIB00009918947, ,1.199E7,7.431E8,67,35,[M+H]+,3,495.23594,644;646,,,,644,4,3,25,32,23,7.431E8,5.575E7,8.41,496.2428,496.24356,1,1,-0.0871,0.0931,8.2957,8.4556,DETECTED,496.24333,1.199E7,7.431E8,0.6581,4,0.7754,7.431E8,,,,,,,,,,,UNKNOWN,,,,,,,
4.538E6,8.41,518.22516,518.2267,1,1,0.5,1,0,1,0,0,0,0,8.2957,8.478,518.22529,,,,,,,,,,,,,,,,,1.469E6,4.533E7,67,35,[M+Na]+,3,495.23594,644;647;646,,,,646,221,-1,0,1,0,4.533E7,4.538E6,8.41,518.22516,518.2267,1,1,-0.0172,0.1083,8.2957,8.478,DETECTED,518.22529,1.469E6,4.533E7,0.8202,5,0.8802,4.533E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.121E6,8.41,991.47797,991.48291,1,1,0.5,1,0,1,0,0,0,0,8.3182,8.4556,991.47866,,,,,,,,,,,,,,,,,4.105E5,3.283E7,67,35,[2M+H]+,3,495.23594,647;646,,,,647,4,3,2,32,23,3.283E7,2.121E6,8.41,991.47797,991.48291,1,1,0.0265,0.0875,8.3182,8.4556,DETECTED,991.47866,4.105E5,3.283E7,0.7738,4,0.8521,3.283E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.137E6,8.4291,378.22636,378.22763,1,1,0.5,1,0,1,0,0,0,0,8.3401,8.4516,378.22661,,,,,,,,,,,,,,,,,2.987E5,1.904E7,,,,,,,,,,650,3,8,11,40,14,1.904E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.137E6,8.4291,378.22636,378.22763,1,1,0.0036,0.0691,8.3401,8.4516,DETECTED,378.22661,2.987E5,1.904E7,0.3611,2,0.6744,1.904E7
4.074E6,8.4291,396.23703,396.23749,1,1,0.5,1,0,1,0,0,0,0,8.3401,8.4734,396.23729,,,,,,,,,,,,,,,,,8.388E5,5.902E7,67,,,,,,,,,651,3,21,6,40,6,5.902E7,,,,,,,,,,,UNKNOWN,,,,,,,,4.074E6,8.4291,396.23703,396.23749,1,1,-0.0394,0.0694,8.3401,8.4734,DETECTED,396.23729,8.388E5,5.902E7,0.7144,3,0.8447,5.902E7
1.113E6,8.4291,417.26294,417.26468,1,1,0.5,1,0,1,0,0,0,0,8.2724,8.4734,417.26378,,,,,,,,,,,,,,,,,3.028E6,8.064E6,58,,,,,,,,,653,2,88,7,56,2,8.064E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.113E6,8.4291,417.26294,417.26468,1,1,-0.0625,0.2036,8.2724,8.4734,DETECTED,417.26378,3.028E6,8.064E6,0.2831,2,0.6415,8.064E6
1.211E6,8.4291,418.21915,418.2193,1,1,0.5,1,0,1,0,0,0,0,8.3401,8.4516,418.2192,,,,,,,,,,,,,,,,,3.299E5,1.951E7,,,,,,,,,,654,222,-1,0,1,0,1.951E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.211E6,8.4291,418.21915,418.2193,1,1,-0.0174,0.0707,8.3401,8.4516,DETECTED,418.2192,3.299E5,1.951E7,0.3586,2,0.6739,1.951E7
3.255E6,8.4291,435.27176,435.27686,1,1,0.5,1,0,1,0,0,0,0,8.2724,8.4734,435.27491,,,,,,,,,,,,,,,,,9.838E6,2.383E7,58,36,[M+H-H2O]+,2,452.27772,657;655,,,,655,2,88,1,56,2,2.383E7,,,,,,,,,,,UNKNOWN,,,,,,,,3.255E6,8.4291,435.27176,435.27686,1,1,0.0048,0.2439,8.2724,8.4734,DETECTED,435.27491,9.838E6,2.383E7,0.2831,3,0.6415,2.383E7
2.747E6,8.4291,475.26456,475.26935,1,1,0.5,1,0,1,0,0,0,0,8.2724,8.4734,475.26646,,,,,,,,,,,,,,,,,6.864E6,2.302E7,58,36,[M+Na]+,2,452.27772,657;655,,,,657,223,-1,0,1,0,2.302E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.747E6,8.4291,475.26456,475.26935,1,1,0.0248,0.1322,8.2724,8.4734,DETECTED,475.26646,6.864E6,2.302E7,0.2831,3,0.6415,2.302E7
1.552E6,8.4304,228.19534,228.19565,1,2,1,2,0,0.991,0.12,0.00003,0.0027,0,8.318,8.478,228.19543,"Our team detected a feature with assigned 228.1956 m/z value. It's part of our data from a BCAEC metabolomic's analysis using a TripleTOF 5600+ mass spectrometer. If you find a peak with similar m/z value and the assigned MS2 matches our's, please contact us as it is important to understand BCAEC metabolome's changes under simulated T2DM culture condition. As additional information, SIRIUS 4.5.0 assigns C13H25NO2 as the most probable formula.   (0.908)","Our team detected a feature with assigned 228.1956 m/z value. It's part of our data from a BCAEC metabolomic's analysis using a TripleTOF 5600+ mass spectrometer. If you find a peak with similar m/z value and the assigned MS2 matches our's, please contact us as it is important to understand BCAEC metabolome's changes under simulated T2DM culture condition. As additional information, SIRIUS 4.5.0 assigns C13H25NO2 as the most probable formula.  ",0.908,36,0.9181,M+H,, , ,0,228.196,-0.00057,-2.48,,CCMSLIB00005788027, ,8.738E5,1.934E7,67,,,,,,,,,662,3,12,3,40,10,1.934E7,9.598E5,8.4318,228.19542,228.19565,1,1,-0.0171,0.0963,8.3182,8.478,DETECTED,228.19545,8.738E5,1.056E7,0.5194,2,0.7444,1.056E7,1.552E6,8.4291,228.19534,228.19562,1,1,0.026,0.0812,8.318,8.4734,DETECTED,228.19542,1.379E6,1.934E7,0.5274,2,0.7393,1.934E7
5.792E6,8.4516,643.25574,643.25684,1,1,0.5,1,0,1,0,0,0,0,8.3851,8.4954,643.25591,,,,,,,,,,,,,,,,,1.405E7,9.356E7,66,37,[M+Na]+,2,620.26662,665;666,,,,666,7,6,9,17,17,9.356E7,,,,,,,,,,,UNKNOWN,,,,,,,,5.792E6,8.4516,643.25574,643.25684,1,1,0.0266,0.0893,8.3851,8.4954,DETECTED,643.25591,1.405E7,9.356E7,0.9412,4,0.8293,9.356E7
2.577E6,8.4556,510.25839,510.26016,1,1,0.5,1,0,1,0,0,0,0,8.3182,8.616,510.25907,,,,,,,,,,,,,,,,,9.098E5,1.542E7,,,,,,,,,,668,4,3,19,32,23,1.542E7,2.577E6,8.4556,510.25839,510.26016,1,1,-0.0215,0.2754,8.3182,8.616,DETECTED,510.25907,9.098E5,1.542E7,1.681,3,1.1792,1.542E7,,,,,,,,,,,UNKNOWN,,,,,,,
3.32E6,8.4734,510.2684,510.27222,1,1,0.5,1,0,1,0,0,0,0,8.2724,8.5172,510.26912,,,,,,,,,,,,,,,,,1.111E6,4.364E7,66,38,[M+H]+,2,509.26184,670;671,,,,670,53,89,1,2,2,4.364E7,,,,,,,,,,,UNKNOWN,,,,,,,,3.32E6,8.4734,510.2684,510.27222,1,1,-0.0172,0.0763,8.2724,8.5172,DETECTED,510.26912,1.111E6,4.364E7,0.1313,3,0.6779,4.364E7
2.04E6,8.4734,532.25,532.25209,1,1,0.5,1,0,1,0,0,0,0,8.3851,8.5172,532.25105,,,,,,,,,,,,,,,,,1.074E6,2.843E7,66,38,[M+Na]+,2,509.26184,670;671,,,,671,54,90,1,2,2,2.843E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.04E6,8.4734,532.25,532.25209,1,1,0.0035,0.0779,8.3851,8.5172,DETECTED,532.25105,1.074E6,2.843E7,0.6932,3,0.8327,2.843E7
4.472E5,8.5007,295.14346,295.1439,1,1,0.5,1,0,1,0,0,0,0,8.41,8.5469,295.14355,,,,,,,,,,,,,,,,,1.001E6,5.527E6,64,,,,,,,,,676,4,29,9,32,5,5.527E6,4.472E5,8.5007,295.14346,295.1439,1,1,-0.0178,0.089,8.41,8.5469,DETECTED,295.14355,1.001E6,5.527E6,0.62,2,0.7549,5.527E6,,,,,,,,,,,UNKNOWN,,,,,,,
