area,rt,mz_range:min,mz_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:entry_id,spectral_db_matches:cas,intensity_range:min,intensity_range:max,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,id,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,height,datafile:137_C.mzML:area,datafile:137_C.mzML:rt,datafile:137_C.mzML:mz_range:min,datafile:137_C.mzML:mz_range:max,datafile:137_C.mzML:charge,datafile:137_C.mzML:fragment_scans,datafile:137_C.mzML:rt_ms2_apex_distance,datafile:137_C.mzML:fwhm,datafile:137_C.mzML:rt_range:min,datafile:137_C.mzML:rt_range:max,datafile:137_C.mzML:feature_state,datafile:137_C.mzML:mz,datafile:137_C.mzML:intensity_range:min,datafile:137_C.mzML:intensity_range:max,datafile:137_C.mzML:asymmetry_factor,datafile:137_C.mzML:isotopes,datafile:137_C.mzML:tailing_factor,datafile:137_C.mzML:height,datafile:RSZ_C.mzML:area,datafile:RSZ_C.mzML:rt,datafile:RSZ_C.mzML:mz_range:min,datafile:RSZ_C.mzML:mz_range:max,datafile:RSZ_C.mzML:charge,datafile:RSZ_C.mzML:fragment_scans,datafile:RSZ_C.mzML:rt_ms2_apex_distance,datafile:RSZ_C.mzML:fwhm,datafile:RSZ_C.mzML:rt_range:min,datafile:RSZ_C.mzML:rt_range:max,datafile:RSZ_C.mzML:feature_state,datafile:RSZ_C.mzML:mz,datafile:RSZ_C.mzML:intensity_range:min,datafile:RSZ_C.mzML:intensity_range:max,datafile:RSZ_C.mzML:asymmetry_factor,datafile:RSZ_C.mzML:isotopes,datafile:RSZ_C.mzML:tailing_factor,datafile:RSZ_C.mzML:height
3.439E6,1.8077,261.12283,261.12314,1,3,0.5,1,0,1,0,0,0,0,1.7275,2.3015,261.12297,Spectral Match to Tyr-Pro from NIST14 (0.753),Spectral Match to Tyr-Pro from NIST14,0.753,16,0.8592,M+H-H2O,,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)O,"InChI=1S/C14H18N2O4/c15-11(8-9-3-5-10(17)6-4-9)13(18)16-7-1-2-12(16)14(19)20/h3-6,11-12,17H,1-2,7-8,15H2,(H,19,20)/t11-,12-/m0/s1",278.127,261.123,-0.00003,-0.11,,CCMSLIB00003136764,N/A,3.717E6,7.907E6,,,,,,,,,,12,1,9,6,126,12,7.907E6,3.439E6,1.8077,261.12283,261.12314,1,3,0.0023,0.5965,1.7275,2.3015,DETECTED,261.12297,3.717E6,7.907E6,6.1552,2,3.5776,7.907E6,,,,,,,,,,,UNKNOWN,,,,,,,
6.611E6,1.8077,284.69775,284.69809,1,1,0.5,1,0,1,0,0,0,0,1.1833,2.0542,284.69794,,,,,,,,,,,,,,,,,4.015E6,1.168E7,1,,,,,,,,,13,15,25,1,5,5,1.168E7,6.611E6,1.8077,284.69775,284.69809,1,1,0.0435,0.5986,1.1833,2.0542,DETECTED,284.69794,4.015E6,1.168E7,0.3949,2,0.6974,1.168E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.996E7,1.827,284.1962,284.19659,1,7,0.5,1,0,1,0,0,0,0,0.6196,2.0749,284.19636,,,,,,,,,,,,,,,,,1.1E7,3.458E7,1,,,,,,,,,14,15,25,2,5,5,3.458E7,2.996E7,1.827,284.1962,284.19659,1,7,-1.0658,1.2031,0.6196,2.0749,DETECTED,284.19636,1.1E7,3.458E7,0.2053,2,0.6027,3.458E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.81E7,1.827,310.16647,310.1669,1,7,0.5,1,0,1,0,0,0,0,0.6196,2.0351,310.16665,,,,,,,,,,,,,,,,,9.25E6,3.834E7,1,,,,,,,,,15,10,-1,1,6,0,3.834E7,2.81E7,1.827,310.16647,310.1669,1,7,-1.0862,0.5731,0.6196,2.0351,DETECTED,310.16665,9.25E6,3.834E7,0.1724,2,0.5862,3.834E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.68E7,1.8408,197.12813,197.12837,1,7,1,2,0,0.941,0.35,0.00007,0.0663,0,1.3032,1.9983,197.12825,cyclo(L-Val-L-Pro) (0.943),cyclo(L-Val-L-Pro),0.943,9,0.9728,M+H,,CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8-/m0/s1",196.121,197.129,-0.00075,-3.81,,CCMSLIB00000007145,285-40-2,8.864E5,4.856E7,1,,,,,,,,,16,1,9,6,126,12,4.856E7,1.68E7,1.8077,197.12813,197.12837,1,4,-0.4998,0.3243,1.3032,1.9705,DETECTED,197.12821,4.089E6,4.856E7,0.3422,5,0.656,4.856E7,4.127E6,1.874,197.12819,197.12836,1,3,-0.3727,0.3671,1.332,1.9983,DETECTED,197.12828,8.864E5,1.128E7,0.2398,3,0.6092,1.128E7
4.403E6,2.3407,229.10002,229.10039,1,5,0.5,1,0,1,0,0,0,0,1.4638,2.4206,229.10023,,,,,,,,,,,,,,,,,7.92E5,1.095E7,,,,,,,,,,17,1,9,1,126,12,1.095E7,4.403E6,2.3407,229.10002,229.10039,1,5,-0.73,0.3888,1.4638,2.4206,DETECTED,229.10023,7.92E5,1.095E7,0.1136,3,0.5428,1.095E7,,,,,,,,,,,UNKNOWN,,,,,,,
4.55E6,2.7268,277.16995,277.17053,1,6,0.5,1,0,1,0,0,0,0,1.6459,2.9103,277.1702,,,,,,,,,,,,,,,,,1.192E6,7.301E6,2,,,,,,,,,19,71,-1,0,1,0,7.301E6,4.55E6,2.7268,277.16995,277.17053,1,6,-0.8562,0.6471,1.6459,2.9103,DETECTED,277.1702,1.192E6,7.301E6,0.1687,4,0.5848,7.301E6,,,,,,,,,,,UNKNOWN,,,,,,,
6.88E6,2.746,553.33344,553.33417,1,6,0.5,1,0,1,0,0,0,0,1.93,2.8895,553.33386,,,,,,,,,,,,,,,,,2.244E6,1.177E7,2,,,,,,,,,20,16,26,3,5,5,1.177E7,6.88E6,2.746,553.33344,553.33417,1,6,-0.8138,0.681,1.93,2.8895,DETECTED,553.33386,2.244E6,1.177E7,0.1758,4,0.5879,1.177E7,,,,,,,,,,,UNKNOWN,,,,,,,
4.525E6,2.7651,746.35199,746.35345,1,7,0.5,1,0,1,0,0,0,0,1.827,3.117,746.35283,,,,,,,,,,,,,,,,,9.839E5,6.508E6,2,,,,,,,,,21,10,32,2,6,4,6.508E6,4.525E6,2.7651,746.35199,746.35345,1,7,-0.7896,0.7838,1.827,3.117,DETECTED,746.35283,9.839E5,6.508E6,0.4121,4,0.6875,6.508E6,,,,,,,,,,,UNKNOWN,,,,,,,
4.501E6,3.2564,390.75174,390.75241,1,8,0.5,1,0,1,0,0,0,0,2.0749,3.5873,390.75196,,,,,,,,,,,,,,,,,1.234E6,5.174E6,,,,,,,,,,22,72,-1,0,1,0,5.174E6,4.501E6,3.2564,390.75174,390.75241,1,8,-1.1351,0.8706,2.0749,3.5873,DETECTED,390.75196,1.234E6,5.174E6,0.2801,2,0.6401,5.174E6,,,,,,,,,,,UNKNOWN,,,,,,,
3.542E6,3.507,193.05247,193.05261,1,2,0.5,1,0,1,0,0,0,0,3.1974,3.6082,193.05255,,,,,,,,,,,,,,,,,2.746E6,1.259E7,,,,,,,,,,23,73,-1,0,1,0,1.259E7,3.542E6,3.507,193.05247,193.05261,1,2,-0.2435,0.3045,3.1974,3.6082,DETECTED,193.05255,2.746E6,1.259E7,0.3269,4,0.6634,1.259E7,,,,,,,,,,,UNKNOWN,,,,,,,
3.328E6,4.4278,489.26913,489.27084,1,1,0.5,1,1,1,0,0,0,0,3.1571,4.4919,489.27008,,,,,,,,,,,,,,,,,7.224E5,9.231E6,,,,,,,,,,24,1,2,4,126,25,9.231E6,3.328E6,4.4278,489.26913,489.27084,1,1,-0.4689,0.1229,3.1571,4.4919,DETECTED,489.27008,7.224E5,9.231E6,0.0529,2,0.5333,9.231E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.083E8,4.5432,211.14369,211.14394,1,10,1,2,0,0.983,0.14,0.00003,0.0156,0,3.5609,4.6356,211.14381,5654-86-4 (0.852),5654-86-4,0.852,8,0.9027,[M+H]+,,CC(C)CC1NC(=O)C2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)",210.137,211.144,-0.00019,-0.92,,CCMSLIB00012440740,N/A,3.577E6,2.733E8,3,,,,,,,,,25,1,9,8,126,12,2.733E8,1.083E8,4.5354,211.14372,211.14394,1,5,-0.7818,0.2722,3.6082,4.6169,DETECTED,211.14382,1.426E7,2.733E8,0.1036,3,0.5464,2.733E8,3.868E7,4.551,211.14369,211.14389,1,5,-0.8764,0.377,3.5609,4.6356,DETECTED,211.14379,3.577E6,7.533E7,0.099,3,0.5423,7.533E7
4.593E6,4.551,212.1472,212.14754,1,1,0.5,1,0,1,0,0,0,0,3.4535,4.6356,212.14731,,,,,,,,,,,,,,,,,2.373E5,8.769E6,3,,,,,,,,,26,1,9,3,126,12,8.769E6,,,,,,,,,,,UNKNOWN,,,,,,,,4.593E6,4.551,212.1472,212.14754,1,1,-0.3368,0.6103,3.4535,4.6356,DETECTED,212.14731,2.373E5,8.769E6,0.0987,3,0.543,8.769E6
4.707E6,4.5553,491.28555,491.28595,1,1,0.5,1,0,1,0,0,0,0,4.4919,4.6582,491.28581,,,,,,,,,,,,,,,,,2.015E7,3.808E7,4,,,,,,,,,28,1,2,9,126,25,3.808E7,4.707E6,4.5553,491.28555,491.28595,1,1,0.0824,0.1824,4.4919,4.6582,DETECTED,491.28581,2.015E7,3.808E7,1.624,3,1.312,3.808E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.804E6,4.7266,374.68753,374.68802,1,2,0.5,1,0,1,0,0,0,0,4.4919,4.7689,374.68784,,,,,,,,,,,,,,,,,2.255E6,1.07E7,6,,,,,,,,,30,10,-1,1,6,0,1.07E7,1.804E6,4.7266,374.68753,374.68802,1,2,-0.1878,0.265,4.4919,4.7689,DETECTED,374.68784,2.255E6,1.07E7,0.1802,2,0.5901,1.07E7,,,,,,,,,,,UNKNOWN,,,,,,,
3.839E6,4.7266,449.73657,449.73914,1,4,0.5,1,0,1,0,0,0,0,3.5873,4.8936,449.73814,,,,,,,,,,,,,,,,,3.875E5,1.118E7,6,,,,,,,,,31,74,-1,0,1,0,1.118E7,3.839E6,4.7266,449.73657,449.73914,1,4,-0.4192,0.262,3.5873,4.8936,DETECTED,449.73814,3.875E5,1.118E7,0.3024,2,0.6029,1.118E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.791E7,4.828,668.39447,668.39758,1,5,0.5,1,0,1,0,0,0,0,3.485,4.9769,668.39664,,,,,,,,,,,,,,,,,3.654E5,6.148E7,5,,,,,,,,,34,1,-1,1,126,0,6.148E7,1.791E7,4.828,668.39447,668.39758,1,5,-0.7518,0.7326,3.485,4.9769,DETECTED,668.39664,3.654E5,6.148E7,0.4507,4,0.6532,6.148E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.333E7,4.8495,576.34943,576.34998,1,3,0.5,1,0,1,0,0,0,0,4.4919,5.0607,576.34972,,,,,,,,,,,,,,,,,1.345E7,6.182E7,5,,,,,,,,,36,1,20,4,126,6,6.182E7,2.333E7,4.8495,576.34943,576.34998,1,3,-0.2303,0.4341,4.4919,5.0607,DETECTED,576.34972,1.345E7,6.182E7,0.5907,4,0.7954,6.182E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.155E6,4.9769,116.07061,116.07072,,1,0.5,1,0,1,0,0,0,0,4.8095,5.0412,116.07067,,,,,,,,,,,,,,,,,2.944E6,6.055E6,,,,,,,,,,38,75,-1,0,1,0,6.055E6,1.155E6,4.9769,116.07061,116.07072,,1,-0.06,0.2605,4.8095,5.0412,DETECTED,116.07067,2.944E6,6.055E6,0.3839,,0.692,6.055E6,,,,,,,,,,,UNKNOWN,,,,,,,
2.338E6,4.9769,407.72974,407.73233,,1,0.5,1,0,1,0,0,0,0,3.732,5.0607,407.73101,,,,,,,,,,,,,,,,,2.944E5,5.673E6,,,,,,,,,,39,76,-1,0,1,0,5.673E6,2.338E6,4.9769,407.72974,407.73233,,1,-0.1221,0.4048,3.732,5.0607,DETECTED,407.73101,2.944E5,5.673E6,0.07,,0.5342,5.673E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.871E7,5.016,652.40094,652.40167,1,4,0.5,1,0,1,0,0,0,0,4.4919,5.1466,652.40138,val-leu-pro-val-pro-gln (0.928),val-leu-pro-val-pro-gln,0.928,21,0.9719,M+H,,N1(C(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CC(C)C)CCC2)C(C)C)C(C(=O)N[C@H](C(=O)O)CCC(=O)N)CCC1, ,652.403,652.4,0.00138,2.12,,CCMSLIB00004679264, ,4.598E6,6.719E7,,,,,,,,,,40,16,26,4,5,5,6.719E7,1.871E7,5.016,652.40094,652.40167,1,4,-0.5205,0.2965,4.4919,5.1466,DETECTED,652.40138,4.598E6,6.719E7,0.2863,2,0.6231,6.719E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.095E6,5.0534,277.11765,277.11835,1,2,0.5,1,0,1,0,0,0,0,4.6797,5.2652,277.11786,Spectral Match to PyroGlu-Phe from NIST14 (0.807),Spectral Match to PyroGlu-Phe from NIST14,0.807,9,0.8383,M+H,,C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)O,"InChI=1S/C14H16N2O4/c17-12-7-6-10(15-12)13(18)16-11(14(19)20)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H,15,17)(H,16,18)(H,19,20)",276.111,277.118,-0.00014,-0.51,,CCMSLIB00003135167,N/A,1.012E5,7.422E6,,,,,,,,,,41,77,-1,0,1,0,7.422E6,,,,,,,,,,,UNKNOWN,,,,,,,,2.095E6,5.0534,277.11765,277.11835,1,2,-0.1592,0.3209,4.6797,5.2652,DETECTED,277.11786,1.012E5,7.422E6,0.9573,4,0.8685,7.422E6
1.207E7,5.1242,553.33344,553.33411,1,4,0.5,1,0,1,0,0,0,0,4.5118,5.2726,553.33391,,,,,,,,,,,,,,,,,2.731E6,2.89E7,,,,,,,,,,43,1,33,6,126,4,2.89E7,1.207E7,5.1242,553.33344,553.33411,1,4,-0.5654,0.5178,4.5118,5.2726,DETECTED,553.33391,2.731E6,2.89E7,0.2321,4,0.6212,2.89E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.73E6,5.1724,164.98433,164.98441,1,2,0.5,1,0,1,0,0,0,0,4.8243,5.3689,164.98436,,,,,,,,,,,,,,,,,1.697E6,5.325E6,,,,,,,,,,44,78,-1,0,1,0,5.325E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.73E6,5.1724,164.98433,164.98441,1,2,-0.182,0.4659,4.8243,5.3689,DETECTED,164.98436,1.697E6,5.325E6,0.5646,6,0.7823,5.325E6
1.215E6,5.1999,245.12808,245.12819,1,1,0.5,1,0,1,0,0,0,0,5.1353,5.3292,245.12814,,,,,,,,,,,,,,,,,2.939E6,8.797E6,,,,,,,,,,45,1,9,4,126,12,8.797E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.215E6,5.1999,245.12808,245.12819,1,1,0.0238,0.2087,5.1353,5.3292,DETECTED,245.12814,2.939E6,8.797E6,2.0026,4,1.5013,8.797E6
1.391E6,5.1999,261.12283,261.12305,1,1,0.5,1,0,1,0,0,0,0,5.1353,5.3292,261.12299,,,,,,,,,,,,,,,,,8.876E5,1.054E7,,,,,,,,,,46,1,9,3,126,12,1.054E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.391E6,5.1999,261.12283,261.12305,1,1,-0.0608,0.1795,5.1353,5.3292,DETECTED,261.12299,8.876E5,1.054E7,2.0026,2,1.5013,1.054E7
1.191E6,5.2109,491.24847,491.25113,1,1,0.5,1,0,1,0,0,0,0,4.9769,5.3816,491.24952,,,,,,,,,,,,,,,,,8.035E5,5.042E6,,,,,,,,,,47,1,36,3,126,4,5.042E6,1.191E6,5.2109,491.24847,491.25113,1,1,0.0047,0.2189,4.9769,5.3816,DETECTED,491.24952,8.035E5,5.042E6,0.7705,2,0.8648,5.042E6,,,,,,,,,,,UNKNOWN,,,,,,,
4.051E6,5.2109,510.26984,510.27182,1,3,0.5,1,0,1,0,0,0,0,4.5969,5.3394,510.27028,,,,,,,,,,,,,,,,,8.318E5,1.117E7,,,,,,,,,,48,79,-1,0,1,0,1.117E7,4.051E6,5.2109,510.26984,510.27182,1,3,-0.4364,0.3248,4.5969,5.3394,DETECTED,510.27028,8.318E5,1.117E7,0.2191,2,0.6068,1.117E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.204E7,5.2306,439.28687,439.29114,1,3,0.5,1,0,1,0,0,0,0,4.4278,5.3621,439.29076,,,,,,,,,,,,,,,,,3.225E5,6.019E7,,,,,,,,,,49,1,2,18,126,25,6.019E7,2.204E7,5.2306,439.28687,439.29114,1,3,-0.2906,0.3629,4.4278,5.3621,DETECTED,439.29076,3.225E5,6.019E7,0.2425,3,0.6105,6.019E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.968E6,5.2419,259.2012,259.20163,1,3,0.5,1,0,1,0,0,0,0,4.6356,5.4755,259.20132,,,,,,,,,,,,,,,,,1.146E5,7.751E6,,,,,,,,,,50,20,40,3,4,4,7.751E6,,,,,,,,,,,UNKNOWN,,,,,,,,2.968E6,5.2419,259.2012,259.20163,1,3,-0.3257,0.3798,4.6356,5.4755,DETECTED,259.20132,1.146E5,7.751E6,0.5481,2,0.7274,7.751E6
1.233E6,5.2726,659.33789,659.3399,1,1,0.5,1,0,1,0,0,0,0,4.9769,5.3394,659.33899,,,,,,,,,,,,,,,,,1.191E6,5.844E6,,,,,,,,,,51,1,-1,1,126,0,5.844E6,1.233E6,5.2726,659.33789,659.3399,1,1,-0.019,0.2057,4.9769,5.3394,DETECTED,659.33899,1.191E6,5.844E6,0.2258,2,0.6129,5.844E6,,,,,,,,,,,UNKNOWN,,,,,,,
2.389E6,5.3167,278.15424,278.15576,1,1,0.5,1,0,1,0,0,0,0,4.9574,5.4688,278.15502,,,,,,,,,,,,,,,,,9.627E5,8.282E6,7,,,,,,,,,52,11,18,4,6,6,8.282E6,2.389E6,5.3167,278.15424,278.15576,1,1,-0.0395,0.2936,4.9574,5.4688,DETECTED,278.15502,9.627E5,8.282E6,0.442,2,0.7116,8.282E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.163E6,5.3167,334.69693,334.69852,,1,0.5,1,0,1,0,0,0,0,5.1661,5.3621,334.69752,,,,,,,,,,,,,,,,,3.713E6,8.545E6,7,,,,,,,,,53,11,18,5,6,6,8.545E6,1.163E6,5.3167,334.69693,334.69852,,1,-0.0407,0.1637,5.1661,5.3621,DETECTED,334.69752,3.713E6,8.545E6,0.3013,,0.6507,8.545E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.877E8,5.3167,343.70181,343.70242,1,4,0.5,1,0,1,0,0,0,0,4.7911,5.4688,343.70228,,,,,,,,,,,,,,,,,2.367E7,6.511E8,7,,,,,,,,,54,11,18,5,6,6,6.511E8,1.877E8,5.3167,343.70181,343.70242,1,4,-0.5209,0.2719,4.7911,5.4688,DETECTED,343.70228,2.367E7,6.511E8,0.4269,2,0.688,6.511E8,,,,,,,,,,,UNKNOWN,,,,,,,
3.266E6,5.3167,372.21198,372.21347,1,2,0.5,1,0,1,0,0,0,0,4.704,5.3816,372.21284,,,,,,,,,,,,,,,,,8.715E5,1.234E7,7,,,,,,,,,55,11,18,5,6,6,1.234E7,3.266E6,5.3167,372.21198,372.21347,1,2,-0.2709,0.3151,4.704,5.3816,DETECTED,372.21284,8.715E5,1.234E7,0.114,2,0.5538,1.234E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.767E6,5.3167,404.76663,404.76871,,1,0.5,1,0,1,0,0,0,0,4.9348,5.4916,404.76763,,,,,,,,,,,,,,,,,7.149E5,6.557E6,7,,,,,,,,,56,15,25,1,5,5,6.557E6,1.767E6,5.3167,404.76663,404.76871,,1,0.0275,0.2084,4.9348,5.4916,DETECTED,404.76763,7.149E5,6.557E6,0.4579,,0.7289,6.557E6,,,,,,,,,,,UNKNOWN,,,,,,,
4.415E6,5.3167,409.26675,409.27005,1,4,0.5,1,0,1,0,0,0,0,4.5118,5.3621,409.26816,,,,,,,,,,,,,,,,,9.783E5,1.382E7,7,,,,,,,,,57,80,-1,0,1,0,1.382E7,4.415E6,5.3167,409.26675,409.27005,1,4,-0.6081,0.1874,4.5118,5.3621,DETECTED,409.26816,9.783E5,1.382E7,0.0576,2,0.5282,1.382E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.305E6,5.3229,284.13818,284.13924,1,2,1,2,0,0.965,0.39,0.00011,0.0125,0,4.9499,5.4101,284.13888,NSC351976 (0.781),NSC351976,0.781,11,0.9247,[M+H]+,,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC12,"InChI=1S/C16H17N3O2/c20-15-14-6-3-7-19(14)16(21)13(18-15)8-10-9-17-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17H,3,6-8H2,(H,18,20)",283.132,284.139,-0.00012,-0.44,,CCMSLIB00012438441,N/A,1.503E5,8.41E6,7,,,,,,,,,59,81,-1,0,1,0,8.41E6,1.071E6,5.3167,284.13837,284.13924,1,1,-0.0149,0.1597,5.1242,5.3816,DETECTED,284.13882,6.938E5,8.41E6,0.39,2,0.6835,8.41E6,1.305E6,5.3292,284.13818,284.13913,1,1,-0.1026,0.1722,4.9499,5.4101,DETECTED,284.13893,1.503E5,7.451E6,0.3657,4,0.6401,7.451E6
3.983E6,5.4045,229.1541,229.15443,1,3,0.5,1,0,1,0,0,0,0,4.8936,5.535,229.15428,,,,,,,,,,,,,,,,,5.9E5,1.214E7,,,,,,,,,,60,1,17,5,126,7,1.214E7,3.983E6,5.4045,229.1541,229.15443,1,3,-0.2969,0.3712,4.8936,5.535,DETECTED,229.15428,5.9E5,1.214E7,0.2879,2,0.6274,1.214E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.951E6,5.4272,370.66098,370.66193,,1,0.5,1,0,1,0,0,0,0,4.9574,5.4916,370.66153,,,,,,,,,,,,,,,,,9.968E5,5.791E6,,,,,,,,,,61,82,-1,0,1,0,5.791E6,1.951E6,5.4272,370.66098,370.66193,,1,0.0238,0.3833,4.9574,5.4916,DETECTED,370.66153,9.968E5,5.791E6,0.1397,,0.5685,5.791E6,,,,,,,,,,,UNKNOWN,,,,,,,
9.506E7,5.4688,686.39349,686.39752,1,6,0.5,1,0,1,0,0,0,0,4.2391,5.535,686.39719,,,,,,,,,,,,,,,,,2.627E5,3.017E8,,,,,,,,,,63,36,62,1,2,2,3.017E8,9.506E7,5.4688,686.39349,686.39752,1,6,-1.0165,0.3079,4.2391,5.535,DETECTED,686.39719,2.627E5,3.017E8,0.1387,4,0.5601,3.017E8,,,,,,,,,,,UNKNOWN,,,,,,,
6.005E5,5.5111,120.08034,120.08076,,1,0.5,1,0,1,0,0,0,0,5.3621,5.5573,120.08061,,,,,,,,,,,,,,,,,8.589E5,5.472E6,8,,,,,,,,,64,37,87,1,2,2,5.472E6,6.005E5,5.5111,120.08034,120.08076,,1,0.0289,0.1114,5.3621,5.5573,DETECTED,120.08061,8.589E5,5.472E6,0.3354,,0.6551,5.472E6,,,,,,,,,,,UNKNOWN,,,,,,,
2.858E6,5.5111,376.21976,376.22287,1,1,0.5,1,0,1,0,0,0,0,5.1875,5.5994,376.22244,,,,,,,,,,,,,,,,,9.695E5,1.384E7,8,,,,,,,,,65,1,2,13,126,25,1.384E7,2.858E6,5.5111,376.21976,376.22287,1,1,-0.0148,0.1934,5.1875,5.5994,DETECTED,376.22244,9.695E5,1.384E7,0.3027,2,0.6445,1.384E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.167E6,5.5122,394.19522,394.19693,1,2,0.5,1,0,1,0,0,0,0,5.0755,5.5568,394.19675,,,,,,,,,,,,,,,,,2.211E5,1.735E7,,,,,,,,,,67,83,-1,0,1,0,1.735E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.167E6,5.5122,394.19522,394.19693,1,2,-0.1581,0.1411,5.0755,5.5568,DETECTED,394.19675,2.211E5,1.735E7,0.2987,3,0.621,1.735E7
9.639E7,5.5339,245.12801,245.12831,1,5,1,2,0,0.941,0.5,0.00012,0.0457,0,5.0412,5.6122,245.12815,,,,,,,,,,,,,,,,,4.288E6,6.433E8,8,0,[M+H]+,2,244.12086,69;68,,,,68,1,9,10,126,12,6.433E8,9.639E7,5.5111,245.12801,245.1282,1,3,-0.4058,0.1321,5.0412,5.5783,DETECTED,245.12809,8.286E6,6.433E8,0.2433,3,0.5964,6.433E8,5.968E6,5.5568,245.12811,245.12831,1,2,-0.1444,0.1256,5.3292,5.6122,DETECTED,245.12821,4.288E6,4.311E7,0.2955,3,0.5068,4.311E7
4.348E6,5.5111,267.10992,267.11093,1,1,1,2,0,0.943,0.43,0.00011,0.0457,0,5.1028,5.5783,267.11001,,,,,,,,,,,,,,,,,7.731E5,3.629E7,8,0,[M+Na]+,2,244.12086,69;68,,,,69,84,-1,0,1,0,3.629E7,4.348E6,5.5111,267.10992,267.11093,1,1,-0.1018,0.1111,5.1028,5.5783,DETECTED,267.11001,7.731E5,3.629E7,0.5346,2,0.6115,3.629E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.892E6,5.5761,265.09442,265.09695,1,3,1,2,0,0.93,0.44,0.00012,0.0651,0,5.1149,5.7064,265.09677,,,,,,,,,,,,,,,,,1.188E5,7.123E6,8,,,,,,,,,71,85,-1,0,1,0,7.123E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.892E6,5.5761,265.09442,265.09695,1,3,-0.3057,0.2949,5.1149,5.7064,DETECTED,265.09677,1.188E5,7.123E6,0.3612,2,0.6619,7.123E6
2.944E7,5.5573,354.74094,354.74261,1,5,0.5,1,0,1,0,0,0,0,4.5118,5.6644,354.74127,,,,,,,,,,,,,,,,,8.845E5,6.963E7,,,,,,,,,,72,86,-1,0,1,0,6.963E7,2.944E7,5.5573,354.74094,354.74261,1,5,-0.8065,0.4321,4.5118,5.6644,DETECTED,354.74127,8.845E5,6.963E7,0.1783,3,0.5627,6.963E7,,,,,,,,,,,UNKNOWN,,,,,,,
