row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,137_C.mzML Peak area,RSZ_C.mzML Peak area,
1156,501.3754247067767,11.213959,,,,111,,,,,,,974198.2,1320051.8,
1157,589.4276800933467,11.213959,,,,111,,,,,,,851855.8,1228561.0,
1158,633.4538963509308,11.213959,,,,111,,,,,,,635330.9,974611.6,
1162,366.23089215408663,11.240528,,,,111,,,,,,,390374.78,0,
1159,545.4016739318221,11.225357,,,,111,,,,,,,921604.06,1365620.4,
1163,563.5503096241904,11.240528,,,,111,95,[2M+H]+,,2,1161;1163,281.27136,463202.56,0,
1155,677.4799171747777,11.210185,,,,111,,,,,,,0,702883.9,
1160,282.2786236528641,11.236937,,,,111,95,[M+H]+,,2,1160;1161,281.27136,9148928.0,8772929.0,
1161,304.2604890700608,11.236937,,,,111,95,[M+Na]+,,3,1160;1161;1163,281.27136,4103371.5,2475654.2,
1167,721.4660636458714,11.357908,,,,112,,,,,,,664293.6,0,
1169,809.5178311857904,11.357908,,,,112,,,,,,,779136.25,0,
1171,831.5308708990497,11.357908,,,,112,,,,,,,763581.56,0,
1172,361.2399008680209,11.381541,,,,110,96,[M+H]+,,2,1172;1173,360.23265,556443.0,0,
1173,383.2219548813907,11.381541,,,,110,96,[M+Na]+,,2,1172;1173,360.23265,1604607.6,0,
1175,228.19547721739508,11.531005,,,,113,,,,,,,2156224.8,494713.62,
1176,408.3076667617941,11.544559,,,,113,,,,,,,496145.9,0,
1177,470.316446922921,11.567394,,,,115,102,[M+H]+,,2,1196;1177,469.30833,718672.0,0,
1178,492.32945533369946,11.567394,,,,115,,,,,,,1067498.0,0,
1179,514.3427987494875,11.567394,,,,115,,,,,,,1112037.4,0,
1180,536.3560230220755,11.567394,,,,115,,,,,,,869205.75,0,
1188,873.5524385791044,11.567394,,,,115,98,[M+Na]+,,2,1188;1187,850.56417,611962.1,0,
1193,309.27810030791096,11.589988,,,,115,,,,,,,1467649.6,0,
1194,393.29664317930775,11.589988,,,,115,,,,,,,590232.5,0,
1199,525.3331094364098,11.589988,,,,115,,,,,,,558296.3,0,
1205,437.3229613075751,11.614931,,,,115,,,,,,,884694.2,0,
1203,338.341051808136,11.613822,,,,115,,,,,,,1364859.8,1565062.5,
1204,384.3465525811397,11.613822,,,,115,103,[M+H]+,,2,1210;1204,383.33923,1602872.2,1846047.1,
1216,569.4014154885826,11.63721,,,,115,105,[M+Na]+,,2,1215;1216,546.41212,822037.75,0,
1210,406.3284103132901,11.627479,,,,115,103,[M+Na]+,,2,1210;1204,383.33923,1029842.44,1259086.0,
1223,284.29433300675277,11.659493,,,,,,,,,,,495929.38,0,
1225,381.2968800579358,11.696739,,,,,,,,,,,538194.2,742373.7,
1226,391.283649092524,11.827756,,,,114,108,[M+H]+,,2,1228;1226,390.27636,1791269.1,2024936.6,
1227,149.02314502693997,11.830016,,,,114,,,,,,,0,617573.1,
1228,413.2655682004097,11.8391285,,,,114,108,[M+Na]+,,2,1228;1226,390.27636,3090595.8,2661519.0,
1229,338.341067933478,12.354692,,,,116,109,[M+H]+,,2,1230;1229,337.33382,7215472.5,7286680.5,
1230,360.3229456432272,12.354692,,,,116,109,[M+Na]+,,3,1230;1231;1229,337.33382,2041890.6,1515185.5,
1231,675.6751387536808,12.354692,,,,116,109,[2M+H]+,,2,1230;1231,337.33382,585610.7,721019.2,
1240,519.1382122669219,12.998484,,,,117,110,[M+H]+,,3,1244;1247;1240,518.13081,8469709.0,0,
1233,503.10673978388763,12.855717,,,,117,,,,,,,0,2441254.8,
1244,536.1646830009123,13.021598,,,,117,110,[M+NH4]+,,3,1244;1247;1240,518.13081,3422564.0,0,
1247,541.1199716066619,12.998484,,,,117,110,[M+Na]+,,3,1244;1247;1240,518.13081,5153363.0,0,
1232,282.27862905598647,12.855717,,,,117,,,,,,,0,2622777.0,
1251,531.407791945828,13.535166,,,,118,111,[M+H]+,,2,1252;1251,530.40027,4089072.5,1.3401677E7,
1252,553.3892427667145,13.535166,,,,118,111,[M+Na]+,,2,1252;1251,530.40027,1341302.6,2832159.5,
1255,646.2573004569495,13.60634,,,,118,,,,,,,757419.5,0,
1256,223.06324921968832,13.625532,,,,119,,,,,,,0,5388594.0,
1264,316.0552222853622,13.648016,,,,119,,,,,,,0,1621789.0,
1274,355.06898373135425,13.697435,,,,119,,,,,,,1184347.0,7467651.0,
1263,297.08185960733226,13.648016,,,,119,,,,,,,0,1530265.4,
1257,237.07885200475553,13.625532,,,,119,,,,,,,0,2435357.0,
1277,371.10054285890044,13.720455,,,,119,,,,,,,3656913.0,1.2096566E7,
1266,577.1255688436373,13.648016,,,,119,,,,,,,0,5943839.5,
1278,593.156800359809,13.792895,,,,119,,,,,,,9155031.0,0,
1271,445.11919229997886,13.670828,,,,119,,,,,,,0,4249360.0,
1303,519.1382311434999,14.463906,,,,,,,,,,,0,5293405.0,
1291,297.0819245799988,14.463906,,,,121,,,,,,,0,7080785.0,
1305,651.1441047834704,14.463906,,,,121,,,,,,,0,3394939.0,
1307,667.1753409808373,14.463906,,,,121,,,,,,,0,2.5188434E7,
1285,237.07890587526668,14.417762,,,,121,,,,,,,0,3846600.0,
1286,355.069167447205,14.440666,,,,121,,,,,,,0,3189499.2,
1289,223.06331061406993,14.463906,,,,121,,,,,,,0,1.1927339E7,
1294,371.1006210603892,14.463906,,,,121,,,,,,,0,2.5012056E7,
1297,429.08802238146615,14.463906,,,,121,,,,,,,0,3718429.2,
1302,448.118644743746,14.463906,,,,121,,,,,,,0,1623844.8,
1299,445.11932354816724,14.463906,,,,121,,,,,,,0,2.0452188E7,
1314,684.202447609557,14.652085,,,,121,112,[M+NH4]+,,2,1317;1314,666.16802,2789894.5,0,
1317,689.1567220259061,14.652085,,,,121,112,[M+Na]+,,2,1317;1314,666.16802,3891209.0,0,
1321,519.1383349383926,14.675151,,,,,,,,,,,5177788.5,0,
1324,223.06334280029444,14.722753,,,,120,,,,,,,3096415.5,0,
1325,445.1194352364665,14.722753,,,,120,,,,,,,1.2371442E7,0,
1326,371.10070398552807,14.745938,,,,120,,,,,,,1.0776137E7,0,
1322,667.1755563880669,14.675151,,,,120,,,,,,,4881987.0,0,
1334,663.4527015966892,15.651535,,,,,,,,,,,7849358.0,1.2028191E7,
1338,223.0632118016827,15.71738,,,,123,,,,,,,0,1.1256553E7,
1339,297.0817947054355,15.71738,,,,123,,,,,,,0,1.1513752E7,
1341,371.1004492756705,15.71738,,,,123,,,,,,,0,4.1018656E7,
1344,389.11103295457974,15.71738,,,,123,,,,,,,0,6315412.0,
1345,445.1191316791922,15.71738,,,,123,,,,,,,0,2.3583528E7,
1347,519.1379995898313,15.71738,,,,123,,,,,,,0,1.2354885E7,
1350,741.1935124865287,15.71738,,,,123,,,,,,,0,1.6268972E7,
1357,355.06903613453954,15.786388,,,,123,,,,,,,0,3364355.5,
1356,237.07880482585404,15.76329,,,,123,,,,,,,0,3814524.5,
1363,532.438882732958,15.877194,,,,122,113,[M+NH4]+,,2,1363;1359,514.40505,0,4882118.5,
1359,537.3937366433032,15.853927,,,,122,113,[M+Na]+,,2,1363;1359,514.40505,0,4.9064356E7,
1365,329.2134491949522,15.921991,,,,122,,,,,,,0,2004031.1,
1369,445.11945810752655,16.026373,,,,,,,,,,,5615682.5,0,
1360,891.7632231080256,15.853927,,,,122,,,,,,,0,4693278.0,
1371,519.1383272269861,16.026373,,,,,,,,,,,4776614.5,0,
1368,515.4120212608904,15.968085,,,,,,,,,,,0,1.6940797E8,
1376,515.412305720735,16.255983,,,,124,114,[M+H]+,,3,1378;1376;1379,514.40502,1.4841184E8,0,
1380,538.397415784319,16.279644,,,,124,,,,,,,1.3668289E7,0,
1378,532.4391427126244,16.279644,,,,124,114,[M+NH4]+,,3,1378;1376;1379,514.40502,3876200.2,0,
1379,537.3941694937956,16.279644,,,,124,114,[M+Na]+,,3,1378;1376;1379,514.40502,4.0650264E7,0,
1385,389.11120475907643,17.17402,,,,,,,,,,,0,3346785.8,
1382,297.08194074651243,17.17402,,,,125,,,,,,,0,6548993.0,
1392,445.1193622460785,17.201414,,,,125,,,,,,,4151581.2,1.719306E7,
1394,463.12992669414933,17.264738,,,,125,,,,,,,0,2861516.5,
1393,371.1006262061075,17.246773,,,,125,,,,,,,4405941.5,2.2307062E7,
1395,519.1382578147018,17.264738,,,,125,,,,,,,0,6263483.5,
1396,223.06330111576742,17.287954,,,,125,,,,,,,0,7740368.5,
